Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_ALLSamples
C13H12N4O,,92.14,240.1013,8.829003,51,,,,889387.0,771090.0,881119.0,514581.0,321273.0,547510.0,458522.0,372148.0,462353.0,1229039.0,1055605.0,753378.0,899511.0,1482656.0,1159805.0,1045086.0,571973.0,1201842.0,1505559.0,1938770.0,2059019.0,772061.0,736817.0,728928.0,22733.0,202249.0,53593.0,22228.0,1198922.0,91892.0,251704.0,470273.0,1664375.0,146336.0,245912.0,124083.0,1414994.0,1865574.0,2965677.0,3751541.0,4586832.0,4194897.0,4308654.0,3972323.0,6372091.0,1854543.0,1451986.0,565596.0,,,,,0,847199.0,881119.0,66042.0,0.08,3,461121.0,514581.0,122226.0,0.27,3,431008.0,458522.0,51010.0,0.12,3,1012674.0,1055605.0,240719.0,0.24,3,1180657.0,1159805.0,292131.0,0.25,3,939634.0,1045086.0,327908.0,0.35,3,1834449.0,1938770.0,291104.0,0.16,3,745935.0,736817.0,22967.0,0.03,3,92858.0,53593.0,95983.0,1.03,3,437681.0,91892.0,660174.0,1.51,3,795451.0,470273.0,760405.0,0.96,3,172110.0,146336.0,64875.0,0.38,3,2082082.0,1865574.0,797691.0,0.38,3,4177757.0,4194897.0,417909.0,0.1,3,4884356.0,4308654.0,1299345.0,0.27,3,1290708.0,1451986.0,659435.0,0.51,3,,,,,,,,,,,,,,,,240.0,963102.0,,0.0,881119.0,514581.0,458522.0,1055605.0,1159805.0,1045086.0,1938770.0,736817.0,53593.0,91892.0,470273.0,146336.0,1865574.0,4194897.0,4308654.0,1451986.0,963102.0
C16H18NO,,84.68,240.1388,7.8970027,51,,,,39052.0,38637.0,58660.0,43187.0,,38862.0,27026.0,,31808.0,39213.0,34031.0,32115.0,,35514.0,,30396.0,,48822.0,31673.0,41060.0,41479.0,35156.0,37145.0,34541.0,18365.0,53004.0,,,66063.0,,,,32279.0,,,,29083.0,43389.0,75968.0,71843.0,74232.0,69622.0,26788.0,57513.0,77551.0,50005.0,67428.0,36710.0,,,,,0,45450.0,39052.0,11442.0,0.25,3,41024.0,41024.0,3058.0,0.07,2,29417.0,29417.0,3381.0,0.11,2,35120.0,34031.0,3672.0,0.1,3,35514.0,35514.0,,,1,39609.0,39609.0,13029.0,0.33,2,38071.0,41060.0,5545.0,0.15,3,35614.0,35156.0,1361.0,0.04,3,35684.0,35684.0,24493.0,0.69,2,66063.0,66063.0,,,1,32279.0,32279.0,,,1,,,,,0,49480.0,43389.0,24029.0,0.49,3,71899.0,71843.0,2306.0,0.03,3,53951.0,57513.0,25568.0,0.47,3,51381.0,50005.0,15405.0,0.3,3,,,,,,,,,,,,,,,,240.0,39609.0,,0.0,39052.0,41024.0,29417.0,34031.0,35514.0,39609.0,41060.0,35156.0,35684.0,66063.0,32279.0,,43389.0,71843.0,57513.0,50005.0,39609.0
C12H21FN4,,86.79,240.1744,10.339998,51,,,,22639.0,22742.0,21924.0,28773.0,,23920.0,19471.0,,23460.0,17529.0,20050.0,,26516.0,38520.0,29216.0,24673.0,,29551.0,28965.0,39077.0,42619.0,32431.0,34454.0,24596.0,25596.0,43506.0,,,33973.0,,,,43477.0,20539.0,30188.0,19724.0,39349.0,41221.0,63095.0,55014.0,100859.0,71610.0,37945.0,42370.0,65961.0,46200.0,39492.0,26160.0,,,,,0,22435.0,22639.0,446.0,0.02,3,26346.0,26346.0,3432.0,0.13,2,21466.0,21466.0,2821.0,0.13,2,18790.0,18790.0,1783.0,0.09,2,31417.0,29216.0,6297.0,0.2,3,27112.0,27112.0,3449.0,0.13,2,36887.0,39077.0,7086.0,0.19,3,30494.0,32431.0,5207.0,0.17,3,34551.0,34551.0,12664.0,0.37,2,33973.0,33973.0,,,1,43477.0,43477.0,,,1,23484.0,20539.0,5820.0,0.25,3,47888.0,41221.0,13203.0,0.28,3,75828.0,71610.0,23212.0,0.31,3,48759.0,42370.0,15061.0,0.31,3,37284.0,39492.0,10201.0,0.27,3,,,,,,,,,,,,,,,,240.0,33202.0,,0.0,22639.0,26346.0,21466.0,18790.0,29216.0,27112.0,39077.0,32431.0,34551.0,33973.0,43477.0,20539.0,41221.0,71610.0,42370.0,39492.0,33202.0
C9H6O6S,,76.03,241.9884,4.796002,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53349.0,,,,,40619.0,50061.0,39116.0,40902.0,75550.0,84674.0,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,53349.0,53349.0,,,1,,,,,0,43265.0,40619.0,5933.0,0.14,3,67042.0,75550.0,23093.0,0.34,3,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,242.0,53349.0,,0.0,,,,,,,,,,53349.0,,40619.0,75550.0,,,,53349.0
C11H6N4O3,,79.04,242.0406,1.2789997,51,,,,38810.0,37523.0,25941.0,37707.0,25039.0,41730.0,13822.0,,43379.0,,,21530.0,,46386.0,29180.0,47462.0,27554.0,45484.0,,37143.0,,33861.0,37755.0,38755.0,17893.0,27956.0,,,34547.0,,,,20460.0,,,,26268.0,26064.0,32497.0,29023.0,27900.0,29732.0,30491.0,26593.0,37735.0,35694.0,36047.0,,,,,,0,34091.0,37523.0,7088.0,0.21,3,34825.0,37707.0,8711.0,0.25,3,28600.0,28600.0,20900.0,0.73,2,21530.0,21530.0,,,1,37783.0,37783.0,12166.0,0.32,2,40167.0,45484.0,10968.0,0.27,3,37143.0,37143.0,,,1,36790.0,37755.0,2586.0,0.07,3,22924.0,22924.0,7116.0,0.31,2,34547.0,34547.0,,,1,20460.0,20460.0,,,1,,,,,0,28276.0,26268.0,3657.0,0.13,3,28885.0,29023.0,924.0,0.03,3,31606.0,30491.0,5654.0,0.18,3,35870.0,35870.0,250.0,0.01,2,,,,,,,,,,,,,,,,242.0,34547.0,,0.0,37523.0,37707.0,28600.0,21530.0,37783.0,45484.0,37143.0,37755.0,22924.0,34547.0,20460.0,,26268.0,29023.0,30491.0,35870.0,34547.0
C11H14O6,,85.8,242.0784,1.8779990000000002,51,,,,43832.0,25716.0,,,,,,,36397.0,,,,,56060.0,28047.0,,,36968.0,,29290.0,,51677.0,39726.0,57241.0,,,,,170501.0,,,,148485.0,,,,180786.0,156631.0,177892.0,38351.0,45291.0,27416.0,115569.0,80963.0,147275.0,47145.0,97156.0,,,,,,0,34774.0,34774.0,12810.0,0.37,2,,,,,0,36397.0,36397.0,,,1,,,,,0,42054.0,42054.0,19808.0,0.47,2,36968.0,36968.0,,,1,29290.0,29290.0,,,1,49548.0,51677.0,8949.0,0.18,3,,,,,0,170501.0,170501.0,,,1,148485.0,148485.0,,,1,,,,,0,171770.0,177892.0,13190.0,0.08,3,37019.0,38351.0,9012.0,0.24,3,114602.0,115569.0,33167.0,0.29,3,72150.0,72150.0,35363.0,0.49,2,,,,,,,,,,,,,,,,242.0,46866.0,,0.0,34774.0,,36397.0,,42054.0,36968.0,29290.0,51677.0,,170501.0,148485.0,,177892.0,38351.0,115569.0,72150.0,46866.0
C12H10N4O2,,84.33,242.0789,2.9900005000000003,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,36618.0,90365.0,,,18923.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,63492.0,63492.0,38005.0,0.6,2,18923.0,18923.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,242.0,41208.0,,0.0,,,,,,,,,63492.0,18923.0,,,,,,,41208.0
C11H14O6 5.774,,80.73,242.0792,5.774,51,,,,50788.0,51320.0,57684.0,56780.0,37575.0,54619.0,52215.0,46189.0,51194.0,51161.0,48856.0,45442.0,,66007.0,50901.0,60937.0,42602.0,67432.0,55807.0,60873.0,56368.0,46660.0,49491.0,45466.0,34610.0,49183.0,25107.0,,65645.0,,,19427.0,47879.0,19646.0,23855.0,,49153.0,56125.0,62875.0,65345.0,64293.0,62078.0,65154.0,57796.0,77775.0,57293.0,54347.0,21199.0,,,,,0,53264.0,51320.0,3837.0,0.07,3,49658.0,54619.0,10520.0,0.21,3,49866.0,51194.0,3225.0,0.06,3,48486.0,48856.0,2877.0,0.06,3,58454.0,58454.0,10682.0,0.18,2,56990.0,60937.0,12877.0,0.23,3,57683.0,56368.0,2777.0,0.05,3,47206.0,46660.0,2067.0,0.04,3,36300.0,34610.0,12127.0,0.33,3,65645.0,65645.0,,,1,33653.0,33653.0,20119.0,0.6,2,21750.0,21750.0,2976.0,0.14,2,56051.0,56125.0,6861.0,0.12,3,63905.0,64293.0,1668.0,0.03,3,66908.0,65154.0,10104.0,0.15,3,44280.0,54347.0,20043.0,0.45,3,,,,,,,,,,,,,,,,242.0,54483.0,,0.0,51320.0,54619.0,51194.0,48856.0,58454.0,60937.0,56368.0,46660.0,34610.0,65645.0,33653.0,21750.0,56125.0,64293.0,65154.0,54347.0,54483.0
C11H14O6 4.1439986,,86.54,242.0814,4.143998600000001,51,,,,,,,,,,,,,,,,,,50239.0,,,,,,,,,,,,,,,,,,,,,,,,,28312.0,43900.0,,,,,27171.0,46682.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,50239.0,50239.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,36106.0,36106.0,11022.0,0.31,2,,,,,0,36926.0,36926.0,13796.0,0.37,2,,,,,,,,,,,,,,,,242.0,36926.0,,0.0,,,,,50239.0,,,,,,,,,36106.0,,36926.0,36926.0
C12H18O5 7.0520015,,85.04,242.1152,7.0520015,51,,,,30155.0,29963.0,28301.0,28472.0,19572.0,27875.0,28143.0,26700.0,29120.0,26316.0,25195.0,23425.0,33597.0,37324.0,27781.0,34517.0,20481.0,34199.0,28093.0,30940.0,32613.0,24776.0,25528.0,22521.0,41770.0,133442.0,47259.0,,33711.0,24408.0,39788.0,57596.0,30094.0,54203.0,70940.0,46816.0,28344.0,36671.0,41650.0,29124.0,43897.0,38398.0,53659.0,32250.0,46796.0,33835.0,32805.0,41855.0,,,,,0,29473.0,29963.0,1020.0,0.03,3,25306.0,27875.0,4975.0,0.2,3,27988.0,28143.0,1217.0,0.04,3,24979.0,25195.0,1458.0,0.06,3,32901.0,33597.0,4809.0,0.15,3,29732.0,34199.0,8013.0,0.27,3,30549.0,30940.0,2285.0,0.07,3,24275.0,24776.0,1565.0,0.06,3,74157.0,47259.0,51416.0,0.69,3,29060.0,29060.0,6578.0,0.23,2,42493.0,39788.0,13949.0,0.33,3,57320.0,54203.0,12360.0,0.22,3,35555.0,36671.0,6723.0,0.19,3,37140.0,38398.0,7466.0,0.2,3,44235.0,46796.0,10932.0,0.25,3,36165.0,33835.0,4955.0,0.14,3,,,,,,,,,,,,,,,,242.0,33716.0,,0.0,29963.0,27875.0,28143.0,25195.0,33597.0,34199.0,30940.0,24776.0,47259.0,29060.0,39788.0,54203.0,36671.0,38398.0,46796.0,33835.0,33716.0
C12H18O5,,84.74,242.1153,7.2739970000000005,51,,,,73642.0,69210.0,90053.0,73393.0,42155.0,72926.0,92013.0,97009.0,92829.0,117789.0,103286.0,87206.0,113202.0,84750.0,59482.0,100103.0,29825.0,105054.0,95237.0,95291.0,140496.0,80657.0,54086.0,86377.0,85975.0,99883.0,47220.0,,194416.0,24328.0,39788.0,57807.0,154793.0,54159.0,72095.0,47105.0,116296.0,150758.0,186828.0,169320.0,175853.0,160614.0,162581.0,106271.0,203052.0,133178.0,146881.0,163388.0,,,,,0,77635.0,73642.0,10980.0,0.14,3,62825.0,72926.0,17902.0,0.28,3,93950.0,92829.0,2680.0,0.03,3,102760.0,103286.0,15298.0,0.15,3,85811.0,84750.0,26876.0,0.31,3,78327.0,100103.0,42077.0,0.54,3,110341.0,95291.0,26115.0,0.24,3,73707.0,80657.0,17231.0,0.23,3,77693.0,85975.0,27291.0,0.35,3,109372.0,109372.0,120270.0,1.1,2,84129.0,57807.0,61856.0,0.74,3,57786.0,54159.0,12884.0,0.22,3,151294.0,150758.0,35269.0,0.23,3,168596.0,169320.0,7645.0,0.05,3,157301.0,162581.0,48606.0,0.31,3,147816.0,146881.0,15127.0,0.1,3,,,,,,,,,,,,,,,,242.0,94060.0,,0.0,73642.0,72926.0,92829.0,103286.0,84750.0,100103.0,95291.0,80657.0,85975.0,109372.0,57807.0,54159.0,150758.0,169320.0,162581.0,146881.0,94060.0
C16H20NO 8.618997,,78.36,242.1533,8.618997,51,,,,20363.0,23391.0,,,,17210.0,,,,,,,,34881.0,23273.0,,16845.0,17398.0,,19275.0,,,23209.0,,,,,,,,,,,,,,,,21559.0,17726.0,,,21483.0,24205.0,30290.0,20233.0,,,,,,,0,21877.0,21877.0,2141.0,0.1,2,17210.0,17210.0,,,1,,,,,0,,,,,0,29077.0,29077.0,8208.0,0.28,2,17122.0,17122.0,391.0,0.02,2,19275.0,19275.0,,,1,23209.0,23209.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,21559.0,21559.0,,,1,17726.0,17726.0,,,1,25326.0,24205.0,4509.0,0.18,3,20233.0,20233.0,,,1,,,,,,,,,,,,,,,,242.0,20896.0,,0.0,21877.0,17210.0,,,29077.0,17122.0,19275.0,23209.0,,,,,21559.0,17726.0,24205.0,20233.0,20896.0
C14H18N4,,86.47,242.1547,9.239997,51,,,,58526.0,50604.0,66747.0,55509.0,30595.0,56381.0,46551.0,35407.0,47497.0,54427.0,48604.0,44533.0,39326.0,75163.0,53114.0,35883.0,21628.0,42396.0,33221.0,43406.0,52132.0,45026.0,39681.0,38468.0,33047.0,61283.0,,,70594.0,,,20016.0,85498.0,,39725.0,,49896.0,91614.0,152870.0,87967.0,100770.0,82051.0,81891.0,69483.0,124888.0,98284.0,91541.0,29193.0,,,,,0,58626.0,58526.0,8072.0,0.14,3,47495.0,55509.0,14642.0,0.31,3,43152.0,46551.0,6724.0,0.16,3,49188.0,48604.0,4973.0,0.1,3,55868.0,53114.0,18076.0,0.32,3,33302.0,35883.0,10622.0,0.32,3,42920.0,43406.0,9465.0,0.22,3,41058.0,39681.0,3489.0,0.08,3,47165.0,47165.0,19966.0,0.42,2,70594.0,70594.0,,,1,52757.0,52757.0,46303.0,0.88,2,39725.0,39725.0,,,1,98127.0,91614.0,51795.0,0.53,3,90263.0,87967.0,9568.0,0.11,3,92087.0,81891.0,29076.0,0.32,3,73006.0,91541.0,38093.0,0.52,3,,,,,,,,,,,,,,,,242.0,52936.0,,0.0,58526.0,55509.0,46551.0,48604.0,53114.0,35883.0,43406.0,39681.0,47165.0,70594.0,52757.0,39725.0,91614.0,87967.0,81891.0,91541.0,52936.0
C17H24N,,84.31,242.1898,10.843001,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63851.0,,,,,45463.0,74319.0,60696.0,149658.0,78657.0,38106.0,48424.0,61789.0,51215.0,43758.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,63851.0,63851.0,,,1,,,,,0,59891.0,59891.0,20404.0,0.34,2,96337.0,78657.0,47042.0,0.49,3,49440.0,48424.0,11874.0,0.24,3,47486.0,47486.0,5273.0,0.11,2,,,,,,,,,,,,,,,,242.0,59891.0,,0.0,,,,,,,,,,,63851.0,,59891.0,78657.0,48424.0,47486.0,59891.0
C4H7Br2NO,,17.08,242.8934,1.0600003,51,,,,50421.0,83704.0,27663.0,,,32515.0,,,38135.0,,22617.0,31890.0,49610.0,33578.0,47043.0,38221.0,29952.0,32504.0,,,40525.0,36600.0,,,37972.0,33428.0,28055.0,,28881.0,32747.0,51348.0,38184.0,30291.0,45433.0,68410.0,59245.0,29580.0,32252.0,31768.0,29911.0,28057.0,45108.0,36519.0,46355.0,42072.0,44510.0,26682.0,57277.0,,,,,0,53929.0,50421.0,28185.0,0.52,3,32515.0,32515.0,,,1,38135.0,38135.0,,,1,27254.0,27254.0,6557.0,0.24,2,43410.0,47043.0,8611.0,0.2,3,33559.0,32504.0,4234.0,0.13,3,40525.0,40525.0,,,1,36600.0,36600.0,,,1,33152.0,33428.0,4964.0,0.15,3,30814.0,30814.0,2734.0,0.09,2,39941.0,38184.0,10638.0,0.27,3,57696.0,59245.0,11567.0,0.2,3,31200.0,31768.0,1424.0,0.05,3,34359.0,29911.0,9355.0,0.27,3,41649.0,42072.0,4932.0,0.12,3,42823.0,44510.0,15367.0,0.36,3,,,,,,,,,,,,,,,,243.0,37368.0,,0.0,50421.0,32515.0,38135.0,27254.0,47043.0,32504.0,40525.0,36600.0,33428.0,30814.0,38184.0,59245.0,31768.0,29911.0,42072.0,44510.0,37368.0
C12H11N4O2,,74.3,243.08900000000003,1.2169994,51,,,,,,,,,,,,,,,,,,,,,,,,,,,11425.0,74493.0,90145.0,111257.0,42048.0,85980.0,156797.0,55098.0,24066.0,21129.0,85444.0,88546.0,98960.0,36710.0,36035.0,25355.0,33900.0,38522.0,31074.0,23210.0,26726.0,22050.0,22549.0,41515.0,26114.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,11425.0,11425.0,,,1,91965.0,90145.0,18449.0,0.2,3,94942.0,85980.0,57897.0,0.61,3,33431.0,24066.0,18822.0,0.56,3,90983.0,88546.0,7080.0,0.08,3,32700.0,36035.0,6370.0,0.19,3,34499.0,33900.0,3760.0,0.11,3,23995.0,23210.0,2435.0,0.1,3,30059.0,26114.0,10080.0,0.34,3,,,,,,,,,,,,,,,,243.0,33900.0,,0.0,,,,,,,,11425.0,90145.0,85980.0,24066.0,88546.0,36035.0,33900.0,23210.0,26114.0,33900.0
C15H18NO2,,81.72,244.1338,7.092997,51,,,,136570.0,130665.0,152348.0,150691.0,91560.0,151352.0,139468.0,115723.0,74334.0,124576.0,57689.0,47194.0,57530.0,182388.0,125597.0,164111.0,90694.0,87610.0,103551.0,140127.0,136968.0,109038.0,120410.0,54252.0,167265.0,120877.0,,,14102.0,,,56138.0,153246.0,,57144.0,,135423.0,165916.0,247139.0,107960.0,250812.0,112270.0,257959.0,274813.0,132667.0,66685.0,155913.0,104006.0,,,,,0,139861.0,136570.0,11210.0,0.08,3,131201.0,150691.0,34332.0,0.26,3,109842.0,115723.0,32963.0,0.3,3,76486.0,57689.0,41976.0,0.55,3,121838.0,125597.0,62514.0,0.51,3,114138.0,90694.0,43305.0,0.38,3,126882.0,136968.0,20267.0,0.16,3,94567.0,109038.0,35374.0,0.37,3,144071.0,144071.0,32801.0,0.23,2,14102.0,14102.0,,,1,104692.0,104692.0,68666.0,0.66,2,57144.0,57144.0,,,1,182826.0,165916.0,57746.0,0.32,3,157014.0,112270.0,81260.0,0.52,3,221813.0,257959.0,77661.0,0.35,3,108868.0,104006.0,44812.0,0.41,3,,,,,,,,,,,,,,,,244.0,113996.0,,0.0,136570.0,150691.0,115723.0,57689.0,125597.0,90694.0,136968.0,109038.0,144071.0,14102.0,104692.0,57144.0,165916.0,112270.0,257959.0,104006.0,113996.0
C17H26N 11.442996,,84.75,244.2055,11.442996,51,,,,15648.0,,14109.0,14776.0,,16918.0,,,,,,,16005.0,16378.0,15697.0,14198.0,,16877.0,17215.0,14173.0,24608.0,18656.0,15978.0,19901.0,28061.0,23847.0,24086.0,,15768.0,20694.0,16463.0,14457.0,25784.0,31114.0,18083.0,27653.0,21799.0,16260.0,24684.0,20296.0,47562.0,22388.0,,18199.0,26871.0,16156.0,20417.0,16576.0,,,,,0,14878.0,14878.0,1088.0,0.07,2,15847.0,15847.0,1515.0,0.1,2,,,,,0,,,,,0,16027.0,16005.0,341.0,0.02,3,15538.0,15538.0,1894.0,0.12,2,18665.0,17215.0,5367.0,0.29,3,18178.0,18656.0,2005.0,0.11,3,25331.0,24086.0,2367.0,0.09,3,18231.0,18231.0,3483.0,0.19,2,18901.0,16463.0,6044.0,0.32,3,25617.0,27653.0,6750.0,0.26,3,20914.0,21799.0,4281.0,0.2,3,30082.0,22388.0,15174.0,0.5,3,22535.0,22535.0,6132.0,0.27,2,17716.0,16576.0,2348.0,0.13,3,,,,,,,,,,,,,,,,244.0,17723.0,,0.0,14878.0,15847.0,,,16005.0,15538.0,17215.0,18656.0,24086.0,18231.0,16463.0,27653.0,21799.0,22388.0,22535.0,16576.0,17723.0
C7H6Cl4O,,57.94,245.917,6.976002,51,,,,154979.0,149889.0,135904.0,124247.0,82344.0,141792.0,82767.0,63708.0,159496.0,111098.0,101699.0,82220.0,,143819.0,85250.0,103975.0,57259.0,123528.0,81153.0,149968.0,155736.0,97114.0,113355.0,93377.0,152038.0,240788.0,111157.0,,299751.0,94571.0,75531.0,120483.0,183582.0,100658.0,140403.0,109148.0,152198.0,201533.0,333136.0,269976.0,327954.0,271130.0,198930.0,205260.0,292529.0,290693.0,277914.0,176360.0,,,,,0,146924.0,149889.0,9877.0,0.07,3,116128.0,124247.0,30544.0,0.26,3,101990.0,82767.0,50705.0,0.5,3,98339.0,101699.0,14729.0,0.15,3,114534.0,114534.0,41415.0,0.36,2,94921.0,103975.0,34050.0,0.36,3,128952.0,149968.0,41496.0,0.32,3,101282.0,97114.0,10621.0,0.1,3,167994.0,152038.0,66272.0,0.39,3,197161.0,197161.0,145084.0,0.74,2,126532.0,120483.0,54279.0,0.43,3,116736.0,109148.0,20931.0,0.18,3,228956.0,201533.0,93534.0,0.41,3,289687.0,271130.0,33146.0,0.11,3,232240.0,205260.0,52308.0,0.23,3,248322.0,277914.0,62648.0,0.25,3,,,,,,,,,,,,,,,,246.0,137068.0,,0.0,149889.0,124247.0,82767.0,101699.0,114534.0,103975.0,149968.0,97114.0,152038.0,197161.0,120483.0,109148.0,201533.0,271130.0,205260.0,277914.0,137068.0
C13H15N2OP,,85.06,246.0928,7.5950007,51,,,,,,,,,,14824.0,12532.0,15016.0,,,,,64833.0,65746.0,,,,15714.0,23787.0,25479.0,,17790.0,17293.0,,,,,9625.0,,,,,,,,56923.0,62838.0,108388.0,,,,,,,20767.0,17581.0,,,,,,0,,,,,0,,,,,0,14124.0,14824.0,1382.0,0.1,3,,,,,0,65290.0,65290.0,646.0,0.01,2,,,,,0,21660.0,23787.0,5218.0,0.24,3,17542.0,17542.0,351.0,0.02,2,,,,,0,9625.0,9625.0,,,1,,,,,0,,,,,0,76050.0,62838.0,28162.0,0.37,3,,,,,0,,,,,0,19174.0,19174.0,2253.0,0.12,2,,,,,,,,,,,,,,,,246.0,19174.0,,0.0,,,14824.0,,65290.0,,23787.0,17542.0,,9625.0,,,62838.0,,,19174.0,19174.0
C10H19FN4O2 7.4219975,,99.15,246.1498,7.421997500000001,51,,,,3339486.0,3215678.0,3632206.0,3556157.0,2015158.0,3602880.0,3470685.0,2920623.0,3359029.0,2711653.0,2382805.0,2176321.0,2450668.0,4166209.0,2612495.0,3861827.0,1975062.0,4393443.0,3016503.0,3705829.0,3530756.0,2393222.0,2385546.0,2457210.0,2282247.0,4031461.0,816058.0,167850.0,6427132.0,62559.0,541987.0,1216214.0,3769734.0,375247.0,1045967.0,403096.0,2758493.0,3558501.0,4953430.0,4649963.0,5214663.0,4789332.0,5490902.0,4960195.0,6769500.0,3896833.0,3691525.0,2482366.0,,,,,0,3395790.0,3339486.0,213896.0,0.06,3,3058065.0,3556157.0,903486.0,0.3,3,3250112.0,3359029.0,290756.0,0.09,3,2423593.0,2382805.0,269987.0,0.11,3,3076457.0,2612495.0,947215.0,0.31,3,3410111.0,3861827.0,1270896.0,0.37,3,3417696.0,3530756.0,358301.0,0.1,3,2411993.0,2393222.0,39347.0,0.02,3,2376589.0,2282247.0,1609776.0,0.68,3,2219180.0,167850.0,3644573.0,1.64,3,1842645.0,1216214.0,1702615.0,0.92,3,608103.0,403096.0,379457.0,0.62,3,3756808.0,3558501.0,1110825.0,0.3,3,4884653.0,4789332.0,294170.0,0.06,3,5740199.0,5490902.0,930058.0,0.16,3,3356908.0,3691525.0,764301.0,0.23,3,,,,,,,,,,,,,,,,246.0,3349258.0,,0.0,3339486.0,3556157.0,3359029.0,2382805.0,2612495.0,3861827.0,3530756.0,2393222.0,2282247.0,167850.0,1216214.0,403096.0,3558501.0,4789332.0,5490902.0,3691525.0,3349258.0
